time,x,y,z,yaw,error_x,error_y,error_z,error_yaw,vx,vy,vz,yaw_rate
0.00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,1.0,0.5,0.0,0.0,0.0,0.0
0.10,4.221605078125001e-05,3.166203808593751e-05,0.00010543481250000001,0.0,0.0,2.8592874023408712e-05,1.9999577839492189,1.499968337961914,0.9998945651875,0.49997140712597643,0.0004221605078125001,0.00031662038085937506,0.001054348125,0.0002859287402340871
0.20,0.00035654575010968796,0.00026739505872348237,0.0007530109240250001,0.0,0.0,0.00023106368647422498,1.9996434542498902,1.4997326049412765,0.999246989075975,0.4997689363135258,0.0031432969932843795,0.0023573302063754483,0.00647576111525,0.0020247081245081625
0.30,0.001321833238104151,0.0009910015794946726,0.00222852120499328,0.0,0.0,0.0008032974430732133,1.9986781667618958,1.4990089984205053,0.9977714787950067,0.49919670255692683,0.009652874879944632,0.007236065207711901,0.014755102809682796,0.005722337565989883
0.40,0.003395798960669628,0.0025437878299313294,0.004865767561109771,0.0,0.0,0.001938691156252812,1.9966042010393303,1.4974562121700687,0.9951342324388902,0.49806130884374733,0.020739657225654767,0.015527862504366568,0.026372463561164905,0.011353937131795989
0.50,0.007066800611729847,0.005285605446519615,0.008914796428726796,0.0,0.0,0.0038097660225148732,1.9929331993882702,1.4947143945534804,0.9910852035712732,0.4961902339774853,0.0367100165106022,0.02741817616588285,0.04049028867617026,0.01871074866262061
0.60,0.012821094144634929,0.009566391419640618,0.014622403143663816,0.0,0.0,0.006562242593062321,1.987178905855365,1.4904336085803593,0.9853775968563362,0.49343775740693774,0.05754293532905082,0.04280785973121001,0.057076067149370184,0.02752476570547447
0.70,0.02112091632149192,0.015705400197820196,0.022177845899950203,0.0,0.0,0.010313629667842314,1.9788790836785082,1.4842945998021797,0.9778221541000498,0.48968637033215767,0.08299822176856991,0.06139008778179578,0.07555442756286387,0.03751387074779994
0.80,0.03238996766406012,0.0239763356273422,0.03174553296345338,0.0,0.0,0.015153483866645834,1.9676100323359398,1.4760236643726579,0.9682544670365466,0.48484651613335394,0.11269051342568198,0.08270935429522006,0.0956768706350318,0.04839854198803519
0.90,0.047003834639785885,0.03459720979210505,0.043442907091155405,0.0,0.0,0.02114432175380572,1.9529961653602141,1.465402790207895,0.9565570929088446,0.4788556782461941,0.14613866975725764,0.10620874164762853,0.11697374127702029,0.059908378871598854
1.00,0.06528362100473235,0.04772412852826609,0.05735409638251998,0.0,0.0,0.02832281865315965,1.9347163789952677,1.4522758714717339,0.94264590361748,0.47167718134684034,0.18279786364946465,0.13126918736161033,0.13911189291364573,0.07178496899353931
1.10,0.0874916132157423,0.06344842118177875,0.0735214080881946,0.0,0.0,0.036701161465164306,1.9125083867842576,1.4365515788182213,0.9264785919118054,0.4632988385348358,0.22207992211009941,0.15724292653512664,0.1616731170567462,0.08378342812004651
1.20,0.11382822332170223,0.08179665214847212,0.09195164759512006,0.0,0.0,0.046268506199498766,1.8861717766782977,1.418203347851528,0.9080483524048799,0.45373149380050126,0.26336610105959923,0.18348230966693363,0.1843023950692546,0.09567344734334463
1.30,0.14442976390118928,0.10273311028704808,0.11261359130877643,0.0,0.0,0.056992520809790406,1.8555702360988107,1.3972668897129519,0.8873864086912235,0.44300747919020944,0.3060154057948704,0.2093645813857596,0.20661943713656378,0.10724014610291643
1.40,0.17936683503157805,0.12616439344970184,0.13544170845710662,0.0,0.0,0.06882100465822287,1.820633164968422,1.3738356065502981,0.8645582915428933,0.43117899534177706,0.34937071130388764,0.23431283162653765,0.22828117148330188,0.11828483848432465
1.50,0.21864325948171998,0.15194570564977497,0.16033645255678383,0.0,0.0,0.08168357983918087,1.78135674051828,1.348054294350225,0.8396635474432161,0.41831642016081894,0.39276424450141934,0.25781312200073114,0.24894744099677213,0.12862575180957997
1.60,0.26219560263549335,0.1798884755846788,0.1871672785230147,0.0,0.0,0.0954934510458432,1.7378043973645068,1.3201115244153212,0.8128327214769853,0.40450654895415683,0.4355234315377338,0.27942769934903816,0.26830825966230865,0.1380987120666233
1.70,0.30989336944313856,0.2097688959815125,0.2157744224811218,0.0,0.0,0.11014923124183297,1.6901066305568615,1.2902311040184875,0.7842255775188782,0.38985076875816693,0.4769776680764519,0.2988042039683368,0.28607143958107095,0.14655780195989776
1.80,0.3615399921154283,0.24133697977413307,0.24597194997593272,0.0,0.0,0.12553683066286161,1.6384600078845717,1.2586630202258668,0.7540280500240673,0.3744631693371385,0.5164662267228978,0.31568083792620577,0.30197527494810905,0.15387599421028653
1.90,0.4168747185958971,0.2743257357067355,0.27755044550800917,0.0,0.0,0.14153140682138973,1.583125281404103,1.2256742642932645,0.7224495544919909,0.35846859317861046,0.5533472648046874,0.3298875593260247,0.31578495532076456,0.15994576158528107
2.00,0.4755754914984934,0.30846008508102385,0.31028035897998757,0.0,0.0,0.1579993732924532,1.5244245085015067,1.1915399149189763,0.6897196410200124,0.34200062670754683,0.587007729025963,0.3413434937428834,0.3272991347197838,0.1646796647106346
2.10,0.5372628776247914,0.3434651739492135,0.34391533695989296,0.0,0.0,0.17480046514667616,1.4627371223752086,1.1565348260507866,0.656084663040107,0.32519953485332387,0.6168738612629807,0.3500508886818966,0.3363497797990539,0.1680109185422296
2.20,0.6015050756136207,0.3790737807072472,0.3781959464956087,0.0,0.0,0.19178985897639464,1.3984949243863793,1.1209262192927527,0.6218040535043913,0.3082101410236051,0.6424219798882929,0.3560860675803368,0.34280609535715745,0.1698939382971848
